state_abbr,county_name,hospital_name,city,wait_text,wait_minutes,detail_url,detail_name,detail_address,detail_city,detail_state,detail_zip,detail_phone,detail_hospital_type,detail_emergency_services,detail_mortality_overall_text,detail_mortality_overall_percent,detail_mortality_overall_direction,detail_mortality_heart_attack_percent,detail_mortality_stroke_percent,detail_mortality_heart_failure_percent,detail_mortality_pneumonia_percent,detail_c_diff_cases,detail_mrsa_cases,detail_avg_time_in_ed_minutes,detail_overall_patient_rating,detail_positive_patient_ratings,detail_negative_patient_ratings,source_url,scrape_ts,ed_minutes_rating,detail_overall_patient_rating_points,mortality_overall_contribution,total_quality_points,adj_total_heartattack,adj_total_stroke,adj_total_heartfailure,adj_total_pneu,lat,lon,full_address
WI,Barron,Cumberland Memorial Hospital,Cumberland,1h 54m,114.0,https://www.hospitalstats.org/hospital-ratings/cumberland-memorial-hospital-cumberland-wi.htm,Cumberland Memorial Hospital Ratings,1705 16th Ave,Cumberland,WI,54829.0,(715) 822-7500,Critical Access Hospitals,YES,,,,,,,,1.0,0.0,114.0,POOR,,,https://www.hospitalstats.org/ER-Wait-Time/Barron-County-WI.htm,2025-10-18T18:48:40.695198+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"1705 16th Avenue, Cumberland, WI 54829"
WI,Brown,Aurora Baycare Medical Ctr,Green Bay,2h 22m,142.0,https://www.hospitalstats.org/hospital-ratings/aurora-baycare-medical-ctr-green-bay-wi.htm,Aurora Baycare Medical Ctr Ratings,2845 Greenbrier Rd,Green Bay,WI,54311.0,(920) 288-8000,Acute Care Hospitals,YES,5% better,5.0,better,12.3,11.1,13.3,16.9,15.0,1.0,142.0,VERY GOOD,Nurses usually respond quickly when patients need help; Nurses usually take time to communicate well; Patients usually receive help when they request it; Rooms and facilities are usually clean,,https://www.hospitalstats.org/ER-Wait-Time/Brown-County-WI.htm,2025-10-18T18:48:45.767498+00:00,10,10,5% better (±0),20,18,18,18,17,,,"2845 Greenbrier Road, Green Bay, WI 54311"
WI,Crawford,Crossing Rivers Health Medical Center,Prairie Du Chien,2h 47m,167.0,https://www.hospitalstats.org/hospital-ratings/crossing-rivers-health-medical-center-prairie-du-chien-wi.htm,Crossing Rivers Health Medical Center Ratings,37868 Us Hwy 18,Prairie Du Chien,WI,53821.0,(608) 357-2000,Critical Access Hospitals,YES,10% better,10.0,better,,,,16.5,1.0,0.0,167.0,VERY GOOD,Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Crawford-County-WI.htm,2025-10-18T18:49:00.222417+00:00,9,10,10% better (±1),20,"no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20",17,,,"37868 Us Highway 18, Prairie Du Chien, WI 53821"
WI,Grant,Southwest Health Center,Platteville,1h 38m,98.0,https://www.hospitalstats.org/hospital-ratings/southwest-health-center-platteville-wi.htm,Southwest Health Center Ratings,1400 East Side Rd,Platteville,WI,53818.0,(608) 348-2331,Critical Access Hospitals,YES,,,,,,,,2.0,1.0,98.0,VERY GOOD,Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Grant-County-WI.htm,2025-10-18T18:49:29.363367+00:00,10,10,mortality not used,20,"no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20",,,"1400 East Side Road, Platteville, WI 53818"
WI,Langlade,Langlade Hospital,Antigo,2h 21m,141.0,https://www.hospitalstats.org/hospital-ratings/langlade-hospital-antigo-wi.htm,Langlade Hospital Ratings,112 E Fifth Ave,Antigo,WI,54409.0,(715) 623-2331,Critical Access Hospitals,YES,8% worse,8.0,worse,,,14.2,18.5,3.0,0.0,141.0,VERY GOOD,Nurses usually respond quickly when patients need help; Nurses usually take time to communicate well; Doctors usually communicate well with patients; Patients usually receive help when they request it; Rooms and facilities are usually clean,,https://www.hospitalstats.org/ER-Wait-Time/Langlade-County-WI.htm,2025-10-18T18:49:50.633762+00:00,10,10,8% worse (±0),20,"no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20",18,17,,,"112 E Fifth Avenue, Antigo, WI 54409"
WI,Monroe,Tomah Memorial Hospital,Tomah,1h 52m,112.0,https://www.hospitalstats.org/hospital-ratings/tomah-memorial-hospital-tomah-wi.htm,Tomah Memorial Hospital Ratings,501 Gopher Dr,Tomah,WI,54660.0,(608) 372-2181,Critical Access Hospitals,YES,9% worse,9.0,worse,,,13.6,19.3,1.0,0.0,112.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it,,https://www.hospitalstats.org/ER-Wait-Time/Monroe-County-WI.htm,2025-10-18T18:50:15.418952+00:00,10,10,9% worse (±0),20,"no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20",18,17,,,"501 Gopher Drive, Tomah, WI 54660"
WI,Polk,St Croix Regional Medical Center,Saint Croix Falls,2h 4m,124.0,https://www.hospitalstats.org/hospital-ratings/st-croix-regional-medical-center-saint-croix-falls-wi.htm,St Croix Regional Medical Center Ratings,235 E State Street,Saint Croix Falls,WI,54024.0,(715) 483-0556,Critical Access Hospitals,YES,10% worse,10.0,worse,,,12.7,20.5,,,124.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Polk-County-WI.htm,2025-10-18T18:50:33.906577+00:00,10,7,10% worse (±1),16,"no data for specific chief complaint, quality point remains at 16","no data for specific chief complaint, quality point remains at 16",14,12,,,"235 E State Street, Saint Croix Falls, WI 54024"
WI,Portage,Marshfield Medical Center - River Region,Stevens Point,2h 44m,164.0,https://www.hospitalstats.org/hospital-ratings/marshfield-medical-center--river-region-stevens-point-wi.htm,Marshfield Medical Center - River Region Ratings,4100 State Highway 66,Stevens Point,WI,54482.0,(715) 997-6000,Acute Care Hospitals,YES,,,,,,,,1.0,0.0,164.0,POOR,Doctors usually communicate well with patients; Rooms and facilities are usually clean; Rooms were often quiet at night,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Portage-County-WI.htm,2025-10-18T18:50:36.777840+00:00,9,5,mortality not used,14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",,,"4100 State Highway 66, Stevens Point, WI 54482"
WI,Richland,Richland Hospital,Richland Center,1h 22m,82.0,https://www.hospitalstats.org/hospital-ratings/richland-hospital-richland-center-wi.htm,Richland Hospital Ratings,333 E Second St,Richland Center,WI,53581.0,(608) 647-6321,Critical Access Hospitals,YES,0% worse,0.0,worse,,,12.0,18.1,3.0,0.0,82.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Richland-County-WI.htm,2025-10-18T18:50:43.538102+00:00,10,10,0% worse (±0),20,"no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20",18,17,,,"333 E Second Street, Richland Center, WI 53581"
WI,Sawyer,Hayward Area Memorial Hospital,Hayward,2h 23m,143.0,https://www.hospitalstats.org/hospital-ratings/hayward-area-memorial-hospital-hayward-wi.htm,Hayward Area Memorial Hospital Ratings,11040 N State Rd 77,Hayward,WI,54843.0,(715) 934-4321,Critical Access Hospitals,YES,8% worse,8.0,worse,,,10.6,22.0,0.0,1.0,143.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean,,https://www.hospitalstats.org/ER-Wait-Time/Sawyer-County-WI.htm,2025-10-18T18:50:57.682091+00:00,10,10,8% worse (±0),20,"no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20",18,16,,,"11040 N State Road 77, Hayward, WI 54843"
WI,Walworth,Mercy Walworth Hospital & Medical Center,Lake Geneva,2h 4m,124.0,https://www.hospitalstats.org/hospital-ratings/mercy-walworth-hospital-medical-center-lake-geneva-wi.htm,Mercy Walworth Hospital & Medical Center Ratings,N2950 State Road 67,Lake Geneva,WI,53147.0,(262) 245-0535,Critical Access Hospitals,YES,9% better,9.0,better,,,10.4,17.2,0.0,0.0,124.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Walworth-County-WI.htm,2025-10-18T18:51:16.225494+00:00,10,10,9% better (±0),20,"no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20",18,17,,,"N2950 State Road 67, Lake Geneva, WI 53147"
WI,Waukesha,Ascension Wisconsin Hosp Menomonee Falls Campus,Menomonee Falls,1h 14m,74.0,https://www.hospitalstats.org/hospital-ratings/ascension-wisconsin-hosp-menomonee-falls-campus-menomonee-falls-wi.htm,Ascension Wisconsin Hosp Menomonee Falls Campus Ratings,"N88w14275 Main Street, Suite 100",Menomonee Falls,WI,53051.0,(262) 415-2001,Acute Care Hospitals,YES,,,,,,,,1.0,0.0,74.0,POOR,,,https://www.hospitalstats.org/ER-Wait-Time/Waukesha-County-WI.htm,2025-10-18T18:51:29.027580+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"N88w14275 Main Street, Suite 100, Menomonee Falls, WI 53051"
WI,Winnebago,Childrens Hospital Of Wisconsin Fox Valley,Neenah,,,https://www.hospitalstats.org/hospital-ratings/childrens-hospital-of-wisconsin-fox-valley-neenah-wi.htm,Childrens Hospital Of Wisconsin Fox Valley Ratings,130 Second St,Neenah,WI,54956.0,(920) 969-7900,Childrens,YES,,,,,,,,,,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Winnebago-County-WI.htm,2025-10-18T18:51:38.373439+00:00,wait time rating not available,5,mortality not used,14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",,,"130 Second Street, Neenah, WI 54956"
WV,Barbour,Broaddus Hospital Association,Philippi,1h 53m,113.0,https://www.hospitalstats.org/hospital-ratings/broaddus-hospital-association-philippi-wv.htm,Broaddus Hospital Association Ratings,1 Healthcare Drive Mansfield Hill,Philippi,WV,26416.0,(304) 457-1760,Critical Access Hospitals,YES,,,,,,,,,,113.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Barbour-County-WV.htm,2025-10-18T18:51:43.434085+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"1 Healthcare Drive Mansfield Hill, Philippi, WV 26416"
WV,Berkeley,Berkeley Medical Center,Martinsburg,2h 40m,160.0,https://www.hospitalstats.org/hospital-ratings/berkeley-medical-center-martinsburg-wv.htm,Berkeley Medical Center Ratings,2500 Hospital Drive,Martinsburg,WV,25401.0,(304) 264-1000,Acute Care Hospitals,YES,5% worse,5.0,worse,14.3,13.9,11.7,19.5,36.0,2.0,160.0,AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Berkeley-County-WV.htm,2025-10-18T18:51:46.468807+00:00,10,7,5% worse (±0),17,15,15,15,14,,,"2500 Hospital Drive, Martinsburg, WV 25401"
WV,Fayette,Montgomery General Hospital,Montgomery,,,https://www.hospitalstats.org/hospital-ratings/montgomery-general-hospital-montgomery-wv.htm,Montgomery General Hospital Ratings,401 Sixth Avenue,Montgomery,WV,25136.0,(304) 442-5151,Critical Access Hospitals,YES,5% worse,5.0,worse,,,,19.1,,,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Fayette-County-WV.htm,2025-10-18T18:51:57.583666+00:00,wait time rating not available,5,5% worse (±0),14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",11,,,"401 Sixth Avenue, Montgomery, WV 25136"
WV,Jackson,Jackson General Hospital,Ripley,2h 29m,149.0,https://www.hospitalstats.org/hospital-ratings/jackson-general-hospital-ripley-wv.htm,Jackson General Hospital Ratings,122 Pinnell St,Ripley,WV,25271.0,(304) 372-2731,Critical Access Hospitals,YES,4% worse,4.0,worse,,,11.9,19.3,2.0,0.0,149.0,VERY GOOD,,,https://www.hospitalstats.org/ER-Wait-Time/Jackson-County-WV.htm,2025-10-18T18:52:11.838928+00:00,10,10,4% worse (±0),20,"no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20",18,17,,,"122 Pinnell Street, Ripley, WV 25271"
WV,Marion,Mon Health Marion,Whitehall,1h 2m,62.0,https://www.hospitalstats.org/hospital-ratings/mon-health-marion-whitehall-wv.htm,Mon Health Marion Ratings,140 Middletown Loop,Whitehall,WV,26554.0,(304) 333-1150,Acute Care Hospitals,YES,,,,,,,,0.0,0.0,62.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Marion-County-WV.htm,2025-10-18T18:52:23.567466+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"140 Middletown Loop, Whitehall, WV 26554"
WV,Monongalia,Mon Health Medical Center,Morgantown,2h 32m,152.0,https://www.hospitalstats.org/hospital-ratings/mon-health-medical-center-morgantown-wv.htm,Mon Health Medical Center Ratings,1200 Jd Anderson Drive,Morgantown,WV,26505.0,(304) 598-1200,Acute Care Hospitals,YES,6% better,6.0,better,12.2,12.8,10.7,17.8,20.0,1.0,152.0,VERY GOOD,Nurses usually take time to communicate well,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Monongalia-County-WV.htm,2025-10-18T18:52:36.466188+00:00,10,10,6% better (±0),20,18,18,18,17,,,"1200 Jd Anderson Drive, Morgantown, WV 26505"
WV,Taylor,Grafton City Hospital,Grafton,1h 5m,65.0,https://www.hospitalstats.org/hospital-ratings/grafton-city-hospital-grafton-wv.htm,Grafton City Hospital Ratings,1 Hospital Plaza,Grafton,WV,26354.0,(304) 265-0400,Critical Access Hospitals,YES,8% worse,8.0,worse,,,,19.7,,,65.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Taylor-County-WV.htm,2025-10-18T18:52:57.257623+00:00,10,5,8% worse (±0),15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",12,,,"1 Hospital Plaza, Grafton, WV 26354"
