Hospital_Name,Address,City,State,ZIP,Top_Procedures
Sierra Medical Center,TX,El Paso,1625 Medical Center Dr,79902,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Medical City Lewisville,TX,Lewisville,500 West Main Street,75057,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Hca Houston Healthcare Tomball,TX,Tomball,605 Holderrieth,77375,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation of Drug Infusion Device
Medical City Fort Worth,TX,Fort Worth,900 Eighth Avenue,76104,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
"Womans Hospital Of Texas,the",TX,Houston,7600 Fannin,77054,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Medical City Arlington,TX,Arlington,3301 Matlock Road,76015,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Texas Health Huguley Hospital Fort Worth South,TX,Burleson,11801 South Freeway,76028,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
White Rock Medical Center,TX,Dallas,10400 N Central Expressway,75231,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Memorial Hermann Northeast Hospital,TX,Humble,18951 Memorial North,77338,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
University Medical Center,TX,Lubbock,602 Indiana Avenue,79415,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Dallas Regional Medical Center,TX,Mesquite,1011 North Galloway Avenue,75149,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Endovascular Procedures
University Of Texas Health Science Center At Tyler,TX,Tyler,11937 Us Highway 271,75708,Comprehensive Observation Services | Level 2 Excision/ Biopsy/ Incision and Drainage | Level 2 Upper GI Procedures
El Campo Memorial Hospital,TX,El Campo,303 Sandy Corner Rd,77437,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Endovascular Procedures
Texas Vista Medical Center,TX,San Antonio,7400 Barlite Blvd,78224,Complex GI Procedures | Comprehensive Observation Services | Level 1 Endovascular Procedures
Lamb Healthcare Center,TX,Littlefield,1500 S Sunset,79339,Comprehensive Observation Services
Longview Regional Medical Center,TX,Longview,2901 N Fourth St,75605,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Houston Methodist Clear Lake Hospital,TX,Nassau Bay,18300 Houston Methodist Dr,77058,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Rio Grande Regional Hospital,TX,Mcallen,101 E Ridge Rd,78503,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
St David's South Austin Medical Center,TX,Austin,901 West Ben White Blvd,78704,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Round Rock Medical Center,TX,Round Rock,2400 Round Rock Ave,78681,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation Wireless PA Pressure Monitor
Methodist Charlton Medical Center,TX,Dallas,3500 W Wheatland Road,75237,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Carrollton Regional Medical Center,TX,Carrollton,4343 North Josey Lane,75010,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Baylor Scott And White Medical Center Lake Pointe,TX,Rowlett,6800 Scenic Dr,75088,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Texas Health Presbyterian Hospital Denton,TX,Denton,3000 N I-35,76201,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Palestine Regional Medical Center,TX,Palestine,2900 S Loop 256,75801,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Covenant Hospital Levelland,TX,Levelland,1900 College Ave,79336,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Texas Health Presbyterian Hospital Plano,TX,Plano,6200 W Parker Rd,75093,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Tops Surgical Specialty Hospital,TX,Houston,17080 Red Oak Drive,77090,Abdominal/Peritoneal/Biliary and Related Procedures | Implantation of Drug Infusion Device | Level 1 Breast/Lymphatic Surgery and Related Procedures
Hca Houston Healthcare Kingwood,TX,Kingwood,22999 Us Hwy 59,77325,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Texas Health Harris Methodist Hospital Southwest F,TX,Fort Worth,6100 Harris Pkwy,76132,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
"Corpus Christi Medical Center,the",TX,Corpus Christi,6629 Woodridge Road,78414,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Christus St Michael Health System,TX,Texarkana,2600 St Michael Dr,75503,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Texas Orthopedic Hospital,TX,Houston,7401 South Main Street,77030,Comprehensive Observation Services | Level 1 Nerve Procedures | Level 1 Neurostimulator and Related Procedures
Northwest Hills Surgical Hospital,TX,Austin,6818 Austin Ctr Blvd Suite 100,78731,Level 1 Breast/Lymphatic Surgery and Related Procedures | Level 1 Nerve Procedures | Level 2 Excision/ Biopsy/ Incision and Drainage
North Austin Medical Center,TX,Austin,12221 Mopac Expressway North,78758,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Houston Methodist Sugarland Hospital,TX,Sugar Land,16655 Southwest Freeway,77479,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Medical City Las Colinas,TX,Irving,6800 N Macarthur Blvd,75039,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Cornerstone Regional Hospital,TX,Edinburg,2302 Cornerstone Boulevard,78539,Comprehensive Observation Services | Level 1 Nerve Procedures | Level 1 Neurostimulator and Related Procedures
Kell West Regional Hospital,TX,Wichita Falls,5420 Kell West Boulevard,76310,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation of Drug Infusion Device
Christus Spohn Hospital Alice,TX,Alice,2500 E Main Street,78332,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Endovascular Procedures
Surgery Specialty Hospitals Of America Se Houston,TX,Pasadena,4301 B Vista,77504,Comprehensive Observation Services | Level 1 Laparoscopy and Related Services | Level 2 Endovascular Procedures
Ennis Regional Medical Center,TX,Ennis,2201 West Lampasas Street,75119,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
"Physicians Centre,the",TX,Bryan,3131 University Drive East,77802,Level 1 Intraocular Procedures | Level 1 Nerve Procedures | Level 2 Excision/ Biopsy/ Incision and Drainage
Texas Health Presbyterian Hospital Allen,TX,Allen,1105 Central Expressway North,75013,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Houston Methodist Willowbrook Hospital,TX,Houston,18220 State Highway 249,77070,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Memorial Hermann Katy Hospital,TX,Katy,23900 Katy Freeway,77494,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Memorial Hermann Sugar Land Hospital,TX,Sugar Land,17500 W Grand Parkway South,77479,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Baylor Scott And White Heart And Vascular Hospital,TX,Dallas,621 North Hall Street,75226,Comprehensive Observation Services | Implantation Wireless PA Pressure Monitor | Level 1 Endovascular Procedures
Baylor Medical Center At Frisco,TX,Frisco,5601 Warren Parkway,75034,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation of Drug Infusion Device
Harlingen Medical Center,TX,Harlingen,5501 South Expressway 77,78550,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
South Texas Spine And Surgical Hospital,TX,San Antonio,18600 North Hardy Oak Blvd,78258,Cochlear Implant Procedure | Comprehensive Observation Services | Implantation of Drug Infusion Device
Sugar Land Surgical Hospital Llp,TX,Sugar Land,16906 Southwest Freeway,77479,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Level 1 Breast/Lymphatic Surgery and Related Procedures
St Luke's The Woodlands Hospital,TX,The Woodlands,17200 St Luke's Way,77384,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Baylor Scott & White Texas Spine & Joint Hospital,TX,Tyler,1814 Roseland Boulevard,75701,Comprehensive Observation Services | Implantation of Drug Infusion Device | Level 1 Laparoscopy and Related Services
Ascension Seton  Southwest,TX,Austin,7900 Fm 1826,78737,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Ascension Seton Northwest,TX,Austin,11113 Research Boulevard,78759,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Doctors Hosptal At Renaissance,TX,Edinburg,5501 South Mccoll,78539,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Arise Austin Medical Center,TX,Austin,3003 Bee Caves Road,78746,Level 1 Laparoscopy and Related Services | Level 1 Nerve Procedures | Level 1 Neurostimulator and Related Procedures
Usmd Hospital At Arlington L P,TX,Arlington,801 W Interstate 20,76017,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Baylor Scott And White Surgical Hospital Las Colin,TX,Irving,400 West Lyndon B Johnson Suite 101b,75063,Abdominal/Peritoneal/Biliary and Related Procedures | Level 1 Breast/Lymphatic Surgery and Related Procedures | Level 1 Intraocular Procedures
Quail Creek Surgical Hospital,TX,Amarillo,6819 Plum Creek,79124,Abdominal/Peritoneal/Biliary and Related Procedures | Implantation of Drug Infusion Device | Level 1 Breast/Lymphatic Surgery and Related Procedures
Lubbock Heart Hospital Lp,TX,Lubbock,4810 North Loop 289,79416,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation of Drug Infusion Device
Baylor Scott And White Surgical Hospital Fortworth,TX,Fort Worth,1800 Park Place Avenue,76110,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Comprehensive Observation Services
Baylor Medical Center At Trophy Club,TX,Trophy Club,2850  E State Highway 114,76262,Abdominal/Peritoneal/Biliary and Related Procedures | Implantation of Drug Infusion Device | Level 1 Breast/Lymphatic Surgery and Related Procedures
Baylor Scott &  White Medical Center - Centennial,TX,Frisco,12505 Lebanon Road,75035,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Texas Health Harris Methodist Hospital Southlake,TX,Southlake,1545 E Southlake Blvd,76092,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Texas Institute For Surgery At Presbyterian Hospit,TX,Dallas,7115 Greenville Avenue Suite 100,75231,Level 1 Breast/Lymphatic Surgery and Related Procedures | Level 1 Laparoscopy and Related Services | Level 1 Nerve Procedures
Baylor Regional Medical Center At Plano,TX,Plano,4700 Alliance Boulevard,75093,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Texas Health Center For Diagnostics & Surgery Plan,TX,Plano,6020 W Parker Road,75093,Abdominal/Peritoneal/Biliary and Related Procedures | Level 1 Breast/Lymphatic Surgery and Related Procedures | Level 1 Laparoscopy and Related Services
The Heart Hospital Baylor Denton,TX,Denton,2801 South Mayhill Road,76208,Comprehensive Observation Services | Implantation Wireless PA Pressure Monitor | Level 1 Endovascular Procedures
Cornerstone Specialty Hospitals Austin,TX,Austin,4207 Burnet Rd,78756,Level 2 Excision/ Biopsy/ Incision and Drainage | Level 3 Excision/ Biopsy/ Incision and Drainage
Mesa Hills Specialty Hospital,TX,El Paso,2311 N Oregon Street,79902,Implantation of Drug Infusion Device | Level 1 Nerve Procedures | Level 1 Neurostimulator and Related Procedures
Carrus Specialty Hospital,TX,Sherman,1810 West Highway 82,75092,Comprehensive Observation Services | Level 2 Vascular Procedures
Lifecare Hospitals Of North Texas,TX,Dallas,1950 Record Crossing,75235,Level 2 Excision/ Biopsy/ Incision and Drainage | Level 3 Excision/ Biopsy/ Incision and Drainage
Post Acute Medical At Luling Llc,TX,Luling,200 Memorial Drive,78648,Level 2 Excision/ Biopsy/ Incision and Drainage | Level 3 Excision/ Biopsy/ Incision and Drainage
Kindred Hospital Sugar Land,TX,Sugar Land,1550 First Colony Boulevard,77479,Level 2 Excision/ Biopsy/ Incision and Drainage
Pam Specialty Hospital Of Victoria North,TX,Victoria,102 Medical Drive,77904,Level 2 Excision/ Biopsy/ Incision and Drainage
Horizon Medical Center Of Denton,TX,Denton,2813 S Mayhill Road,76208,Implantation of Drug Infusion Device | Level 1 Breast/Lymphatic Surgery and Related Procedures | Level 1 Intraocular Procedures
