hospital_name,__key,detail_url,detail_name,detail_address,detail_city,detail_state,detail_zip,detail_phone,detail_hospital_type,detail_emergency_services,detail_mortality_overall_text,detail_mortality_overall_percent,detail_mortality_overall_direction,detail_mortality_heart_attack_percent,detail_mortality_stroke_percent,detail_mortality_heart_failure_percent,detail_mortality_pneumonia_percent,detail_c_diff_cases,detail_mrsa_cases,detail_avg_time_in_ed_minutes,detail_overall_patient_rating,detail_positive_patient_ratings,detail_negative_patient_ratings,State,County,ed_minutes_rating,detail_overall_patient_rating_points,mortality_overall_contribution,total_quality_points,adj_total_heartattack,adj_total_stroke,adj_total_heartfailure,adj_total_pneu
Milwaukee County Behavioral Health Division,milwaukee county behavioral health division,https://www.hospitalstats.org/hospital-ratings/milwaukee-county-behavioral-health-division-milwaukee-wi.htm,Milwaukee County Behavioral Health Division Ratings,9455 W Watertown Plank Rd,Milwaukee,WI,53226,(414) 257-5202,Psychiatric,YES,,,,,,,,,,0.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,WI,Milwaukee,wait time rating not available,5,mortality not used,5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5"
Granite Hills Hospital,granite hills hospital,https://www.hospitalstats.org/hospital-ratings/granite-hills-hospital-milwaukee-wi.htm,Granite Hills Hospital Ratings,1706 S 68th St,Milwaukee,WI,53214,(414) 667-4800,Psychiatric,YES,,,,,,,,,,0.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,WI,Milwaukee,wait time rating not available,5,mortality not used,5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5"
Mayo Clinic Hlth Systm Franciscan Hlthcare Sparta,mayo clinic hlth systm franciscan hlthcare sparta,https://www.hospitalstats.org/hospital-ratings/mayo-clinic-hlth-systm-franciscan-hlthcare-sparta-sparta-wi.htm,Mayo Clinic Hlth Systm Franciscan Hlthcare Sparta Ratings,310 W Main St,Sparta,WI,54656,(608) 269-2132,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,83.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it,WI,Monroe,wait time rating not available,5,mortality not used,5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5"
Tomah Memorial Hospital,tomah memorial hospital,https://www.hospitalstats.org/hospital-ratings/tomah-memorial-hospital-tomah-wi.htm,Tomah Memorial Hospital Ratings,501 Gopher Dr,Tomah,WI,54660,(608) 372-2181,Critical Access Hospitals,YES,9% worse,9.0,worse,,,13.6,19.3,1.0,0.0,112.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it,,WI,Monroe,wait time rating not available,10,9% worse (±0),10,"no data for specific chief complaint, quality point remains at 10","no data for specific chief complaint, quality point remains at 10",8,7
Bellin Health Oconto Hospital,bellin health oconto hospital,https://www.hospitalstats.org/hospital-ratings/bellin-health-oconto-hospital-oconto-wi.htm,Bellin Health Oconto Hospital Ratings,820 Arbutus Ave,Oconto,WI,54153,(920) 835-1101,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,108.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean,,WI,Oconto,wait time rating not available,5,mortality not used,5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5"
Hshs St Clare Memorial Hospital,hshs st clare memorial hospital,https://www.hospitalstats.org/hospital-ratings/hshs-st-clare-memorial-hospital-oconto-falls-wi.htm,Hshs St Clare Memorial Hospital Ratings,855 S Main St,Oconto Falls,WI,54154,(920) 846-3444,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,120.0,POOR,Rooms were often quiet at night,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,WI,Oconto,wait time rating not available,5,mortality not used,5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5"
Marshfield Medical Center - Minocqua,marshfield medical center - minocqua,https://www.hospitalstats.org/hospital-ratings/marshfield-medical-center--minocqua-minocqua-wi.htm,Marshfield Medical Center - Minocqua Ratings,9576 Highway 70,Minocqua,WI,54548,(715) 358-1710,Acute Care Hospitals,YES,5% worse,5.0,worse,,,14.0,17.6,5.0,0.0,154.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it,,WI,Oneida,wait time rating not available,10,5% worse (±0),10,"no data for specific chief complaint, quality point remains at 10","no data for specific chief complaint, quality point remains at 10",8,7
Aspirus Rhinelander Hospital,aspirus rhinelander hospital,https://www.hospitalstats.org/hospital-ratings/aspirus-rhinelander-hospital-rhinelander-wi.htm,Aspirus Rhinelander Hospital Ratings,2251 North Shore Dr,Rhinelander,WI,54501,(715) 361-2000,Acute Care Hospitals,YES,2% better,2.0,better,,16.0,11.9,15.1,2.0,0.0,156.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,WI,Oneida,wait time rating not available,7,2% better (±0),7,"no data for specific chief complaint, quality point remains at 7",4,5,4
Ascension Ne Wisconsin - St Elizabeth Campus,ascension ne wisconsin - st elizabeth campus,https://www.hospitalstats.org/hospital-ratings/ascension-ne-wisconsin--st-elizabeth-campus-appleton-wi.htm,Ascension Ne Wisconsin - St Elizabeth Campus Ratings,1506 S Oneida St,Appleton,WI,54915,(920) 738-2000,Acute Care Hospitals,YES,7% worse,7.0,worse,12.9,14.9,13.0,19.7,11.0,1.0,156.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,WI,Outagamie,wait time rating not available,7,7% worse (±0),7,5,5,5,4
Thedacare Regional Medical Center - Appleton Inc,thedacare regional medical center - appleton inc,https://www.hospitalstats.org/hospital-ratings/thedacare-regional-medical-center--appleton-inc-appleton-wi.htm,Thedacare Regional Medical Center - Appleton Inc Ratings,1818 N Meade St,Appleton,WI,54911,(920) 731-4101,Acute Care Hospitals,YES,9% worse,9.0,worse,13.9,14.4,16.2,17.3,7.0,2.0,168.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,WI,Outagamie,wait time rating not available,7,9% worse (±0),7,5,5,4,4
Aurora Medical Center,aurora medical center,https://www.hospitalstats.org/hospital-ratings/aurora-medical-center-grafton-wi.htm,Aurora Medical Center Ratings,975 Port Washington Road,Grafton,WI,53024,(262) 329-1000,Acute Care Hospitals,YES,17% better,17.0,better,10.5,11.4,9.4,17.1,11.0,0.0,162.0,VERY GOOD,Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,WI,Ozaukee,wait time rating not available,10,17% better (±1),11,9,9,10,8
Chippewa Valley Hospital,chippewa valley hospital,https://www.hospitalstats.org/hospital-ratings/chippewa-valley-hospital-durand-wi.htm,Chippewa Valley Hospital Ratings,1220 3rd Ave W,Durand,WI,54736,(715) 672-4211,Critical Access Hospitals,YES,,,,,,,,,,86.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,WI,Pepin,wait time rating not available,5,mortality not used,5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5"
River Falls Area Hospital,river falls area hospital,https://www.hospitalstats.org/hospital-ratings/river-falls-area-hospital-river-falls-wi.htm,River Falls Area Hospital Ratings,1629 E Division St,River Falls,WI,54022,(715) 307-6000,Critical Access Hospitals,YES,,,,,,,,2.0,0.0,128.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it,,WI,Pierce,wait time rating not available,10,mortality not used,10,"no data for specific chief complaint, quality point remains at 10","no data for specific chief complaint, quality point remains at 10","no data for specific chief complaint, quality point remains at 10","no data for specific chief complaint, quality point remains at 10"
Amery Hospital & Clinic,amery hospital & clinic,https://www.hospitalstats.org/hospital-ratings/amery-hospital-clinic-amery-wi.htm,Amery Hospital & Clinic Ratings,265 Griffin Street East,Amery,WI,54001,(715) 268-0300,Critical Access Hospitals,YES,1% worse,1.0,worse,,,11.5,18.9,0.0,0.0,106.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,,WI,Polk,wait time rating not available,10,1% worse (±0),10,"no data for specific chief complaint, quality point remains at 10","no data for specific chief complaint, quality point remains at 10",8,7
St Croix Regional Medical Center,st croix regional medical center,https://www.hospitalstats.org/hospital-ratings/st-croix-regional-medical-center-saint-croix-falls-wi.htm,St Croix Regional Medical Center Ratings,235 E State Street,Saint Croix Falls,WI,54024,(715) 483-0556,Critical Access Hospitals,YES,10% worse,10.0,worse,,,12.7,20.5,,,124.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,WI,Polk,wait time rating not available,7,10% worse (±1),6,"no data for specific chief complaint, quality point remains at 6","no data for specific chief complaint, quality point remains at 6",4,2
Ladd Memorial Hospital,ladd memorial hospital,https://www.hospitalstats.org/hospital-ratings/ladd-memorial-hospital-osceola-wi.htm,Ladd Memorial Hospital Ratings,2600 65th Avenue,Osceola,WI,54020,(715) 294-2111,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,133.0,VERY GOOD,Nurses usually respond quickly when patients need help; Doctors usually communicate well with patients; Patients usually receive help when they request it; Rooms were often quiet at night,,WI,Polk,wait time rating not available,10,mortality not used,10,"no data for specific chief complaint, quality point remains at 10","no data for specific chief complaint, quality point remains at 10","no data for specific chief complaint, quality point remains at 10","no data for specific chief complaint, quality point remains at 10"
Aspirus Stevens Point Hospital & Clinics.,aspirus stevens point hospital & clinics.,https://www.hospitalstats.org/hospital-ratings/aspirus-stevens-point-hospital-clinics-stevens-point-wi.htm,Aspirus Stevens Point Hospital & Clinics. Ratings,900 Illinois Ave,Stevens Point,WI,54481,(715) 346-5000,Acute Care Hospitals,YES,3% worse,3.0,worse,13.1,14.4,11.8,18.9,1.0,0.0,138.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,WI,Portage,wait time rating not available,7,3% worse (±0),7,5,5,5,4
Marshfield Medical Center - River Region,marshfield medical center - river region,https://www.hospitalstats.org/hospital-ratings/marshfield-medical-center--river-region-stevens-point-wi.htm,Marshfield Medical Center - River Region Ratings,4100 State Highway 66,Stevens Point,WI,54482,(715) 997-6000,Acute Care Hospitals,YES,,,,,,,,1.0,0.0,164.0,POOR,Doctors usually communicate well with patients; Rooms and facilities are usually clean; Rooms were often quiet at night,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,WI,Portage,wait time rating not available,5,mortality not used,5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5"
Flambeau Hospital,flambeau hospital,https://www.hospitalstats.org/hospital-ratings/flambeau-hospital-park-falls-wi.htm,Flambeau Hospital Ratings,98 Sherry Ave,Park Falls,WI,54552,(715) 762-7500,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,154.0,POOR,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,WI,Price,wait time rating not available,5,mortality not used,5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5"
Ascension All Saints Hospital,ascension all saints hospital,https://www.hospitalstats.org/hospital-ratings/ascension-all-saints-hospital-racine-wi.htm,Ascension All Saints Hospital Ratings,3801 Spring St,Racine,WI,53405,(262) 687-4011,Acute Care Hospitals,YES,2% worse,2.0,worse,13.7,13.6,11.1,19.2,14.0,1.0,141.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,WI,Racine,wait time rating not available,7,2% worse (±0),7,5,5,5,4
